-0.000000e+00 -0.000000e+00
-9.999802e-03 -6.289433e-05
-1.999842e-02 -2.515724e-04
-2.999466e-02 -5.660191e-04
-3.998734e-02 -1.006210e-03
-4.997528e-02 -1.572110e-03
-5.995728e-02 -2.263674e-03
-6.993217e-02 -3.080847e-03
-7.989875e-02 -4.023566e-03
-8.985585e-02 -5.091754e-03
-9.980228e-02 -6.285329e-03
-1.097368e-01 -7.604195e-03
-1.196584e-01 -9.048248e-03
-1.295657e-01 -1.061737e-02
-1.394576e-01 -1.231145e-02
-1.493330e-01 -1.413034e-02
-1.591905e-01 -1.607389e-02
-1.690292e-01 -1.814197e-02
-1.788477e-01 -2.033440e-02
-1.886450e-01 -2.265100e-02
-1.984198e-01 -2.509161e-02
-2.081710e-01 -2.765601e-02
-2.178973e-01 -3.034401e-02
-2.275977e-01 -3.315540e-02
-2.372710e-01 -3.608996e-02
-2.469159e-01 -3.914744e-02
-2.565314e-01 -4.232761e-02
-2.661163e-01 -4.563022e-02
-2.756694e-01 -4.905500e-02
-2.851895e-01 -5.260169e-02
-2.946756e-01 -5.627000e-02
-3.041264e-01 -6.005963e-02
-3.135407e-01 -6.397030e-02
-3.229176e-01 -6.800168e-02
-3.322557e-01 -7.215347e-02
-3.415541e-01 -7.642532e-02
-3.508114e-01 -8.081691e-02
-3.600266e-01 -8.532787e-02
-3.691986e-01 -8.995786e-02
-3.783262e-01 -9.470650e-02
-3.874082e-01 -9.957342e-02
-3.964437e-01 -1.045582e-01
-4.054313e-01 -1.096605e-01
-4.143701e-01 -1.148799e-01
-4.232589e-01 -1.202160e-01
-4.320966e-01 -1.256683e-01
-4.408821e-01 -1.312364e-01
-4.496142e-01 -1.369199e-01
-4.582919e-01 -1.427183e-01
-4.669141e-01 -1.486312e-01
-4.754796e-01 -1.546580e-01
-4.839875e-01 -1.607984e-01
-4.924365e-01 -1.670517e-01
-5.008257e-01 -1.734176e-01
-5.091538e-01 -1.798955e-01
-5.174199e-01 -1.864849e-01
-5.256230e-01 -1.931852e-01
-5.337618e-01 -1.999959e-01
-5.418353e-01 -2.069166e-01
-5.498426e-01 -2.139465e-01
-5.577825e-01 -2.210852e-01
-5.656540e-01 -2.283321e-01
-5.734560e-01 -2.356867e-01
-5.811875e-01 -2.431482e-01
-5.888475e-01 -2.507162e-01
-5.964349e-01 -2.583900e-01
-6.039487e-01 -2.661690e-01
-6.113879e-01 -2.740525e-01
-6.187515e-01 -2.820401e-01
-6.260384e-01 -2.901309e-01
-6.332477e-01 -2.983243e-01
-6.403783e-01 -3.066198e-01
-6.474292e-01 -3.150166e-01
-6.543995e-01 -3.235140e-01
-6.612882e-01 -3.321114e-01
-6.680942e-01 -3.408081e-01
-6.748167e-01 -3.496033e-01
-6.814546e-01 -3.584964e-01
-6.880070e-01 -3.674866e-01
-6.944729e-01 -3.765733e-01
-7.008513e-01 -3.857556e-01
-7.071414e-01 -3.950329e-01
-7.133422e-01 -4.044044e-01
-7.194527e-01 -4.138693e-01
-7.254721e-01 -4.234268e-01
-7.313993e-01 -4.330763e-01
-7.372335e-01 -4.428168e-01
-7.429738e-01 -4.526477e-01
-7.486192e-01 -4.625681e-01
-7.541689e-01 -4.725772e-01
-7.596220e-01 -4.826742e-01
-7.649776e-01 -4.928582e-01
-7.702348e-01 -5.031286e-01
-7.753927e-01 -5.134843e-01
-7.804505e-01 -5.239246e-01
-7.854074e-01 -5.344486e-01
-7.902623e-01 -5.450554e-01
-7.950146e-01 -5.557443e-01
-7.996634e-01 -5.665142e-01
-8.042079e-01 -5.773644e-01
-0.000000e+00 -0.000000e+00
-8.049311e-03 -5.933683e-03
-1.602366e-02 -1.196838e-02
-2.392211e-02 -1.810339e-02
-3.174370e-02 -2.433798e-02
-3.948750e-02 -3.067144e-02
-4.715258e-02 -3.710302e-02
-5.473801e-02 -4.363199e-02
-6.224286e-02 -5.025760e-02
-6.966623e-02 -5.697909e-02
-7.700721e-02 -6.379569e-02
-8.426489e-02 -7.070664e-02
-9.143838e-02 -7.771115e-02
-9.852680e-02 -8.480843e-02
-1.055293e-01 -9.199769e-02
-1.124449e-01 -9.927814e-02
-1.192728e-01 -1.066489e-01
-1.260122e-01 -1.141093e-01
-1.326621e-01 -1.216584e-01
-1.392218e-01 -1.292954e-01
-1.456904e-01 -1.370194e-01
-1.520670e-01 -1.448297e-01
-1.583508e-01 -1.527253e-01
-1.645411e-01 -1.607054e-01
-1.706370e-01 -1.687691e-01
-1.766377e-01 -1.769156e-01
-1.825423e-01 -1.851440e-01
-1.883502e-01 -1.934534e-01
-1.940605e-01 -2.018428e-01
-1.996724e-01 -2.103115e-01
-2.051853e-01 -2.188584e-01
-2.105982e-01 -2.274828e-01
-2.159105e-01 -2.361835e-01
-2.211214e-01 -2.449598e-01
-2.262302e-01 -2.538107e-01
-2.312362e-01 -2.627353e-01
-2.361385e-01 -2.717326e-01
-2.409366e-01 -2.808016e-01
-2.456297e-01 -2.899415e-01
-2.502171e-01 -2.991511e-01
-2.546981e-01 -3.084297e-01
-2.590721e-01 -3.177761e-01
-2.633383e-01 -3.271895e-01
-2.674961e-01 -3.366688e-01
-2.715448e-01 -3.462130e-01
-2.754838e-01 -3.558211e-01
-2.793124e-01 -3.654922e-01
-2.830301e-01 -3.752252e-01
-2.866361e-01 -3.850191e-01
-2.901299e-01 -3.948729e-01
-2.935109e-01 -4.047856e-01
-2.967784e-01 -4.147561e-01
-2.999318e-01 -4.247833e-01
-3.029707e-01 -4.348664e-01
-3.058944e-01 -4.450041e-01
-3.087022e-01 -4.551955e-01
-3.113938e-01 -4.654395e-01
-3.139685e-01 -4.757350e-01
-3.164258e-01 -4.860809e-01
-3.187652e-01 -4.964763e-01
-3.209861e-01 -5.069200e-01
-3.230881e-01 -5.174110e-01
-3.250705e-01 -5.279481e-01
-3.269330e-01 -5.385302e-01
-3.286750e-01 -5.491564e-01
-3.302961e-01 -5.598254e-01
-3.317958e-01 -5.705362e-01
-3.331737e-01 -5.812876e-01
-3.344292e-01 -5.920787e-01
-3.355619e-01 -6.029081e-01
-3.365715e-01 -6.137749e-01
-3.374575e-01 -6.246779e-01
-3.382194e-01 -6.356159e-01
-3.388569e-01 -6.465879e-01
-3.393697e-01 -6.575928e-01
-3.397571e-01 -6.686293e-01
-3.400191e-01 -6.796963e-01
-3.401550e-01 -6.907927e-01
-3.401647e-01 -7.019174e-01
-3.400477e-01 -7.130691e-01
-3.398037e-01 -7.242468e-01
